fecha,dia,year,horario,festividad,tipo_accidente,lesividad,meteo,distrito,direccion,lon,lat
2019-01-14 23:00:00,2019-01-14 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,CHAMBERÍ,CALLE MIGUEL ANGEL / PASEO. GENERAL MARTINEZ CAMPOS Madrid,-3.6912593,40.43516339999999
2019-01-14 20:00:00,2019-01-14 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,FUENCARRAL-EL PARDO,PASEO. EL PARDO 37 Madrid,-3.6932108,40.41204339999999
2019-01-14 16:00:00,2019-01-14 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CIUDAD LINEAL,CALLE SANTA GENOVEVA / PLAZA. AGUSTIN GONZALEZ Madrid,-3.648667799999999,40.4244558
2019-01-14 11:00:00,2019-01-14 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,CENTRO,CALLE FLORA 1 Madrid,-3.7075093999999997,40.4180985
2019-01-16 15:00:00,2019-01-16 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,CHAMBERÍ,PLAZA. CONDE DEL VALLE DE SUCHIL 3 Madrid,-3.7077541,40.4304221
2019-01-16 09:00:00,2019-01-16 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,CIUDAD LINEAL,AVDA. DAROCA / CALLE NICOLAS SALMERON Madrid,-3.6347032,40.4206031
2019-01-17 20:00:00,2019-01-17 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CENTRO,CALLE ARENAL / CALLE DONADOS Madrid,-3.7085565000000003,40.4177835
2019-01-17 16:00:00,2019-01-17 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMARTÍN,CALLE SERRANO 141 Madrid,-3.6860192000000005,40.44436049999999
2019-01-17 06:00:00,2019-01-17 00:00:00,2019,Mañana,Laborable,Imprudencia,Moderada,Despejado,RETIRO,CALLE DOCE DE OCTUBRE 26 Madrid,-3.6743935,40.4158848
2019-01-18 18:00:00,2019-01-18 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,SAN BLAS-CANILLEJAS,AVDA. FERMINA SEVILLANO 42 Madrid,-3.5714233999999996,40.4432092
2019-01-18 13:00:00,2019-01-18 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,VICÁLVARO,CALLE VILLABLANCA 11 Madrid,-3.6071372999999998,40.40879710000001
2019-01-18 08:00:00,2019-01-18 00:00:00,2019,Mañana,Laborable,Caida,Moderada,Despejado,CENTRO,CALLE GENOVA 2 Madrid,-3.6910144,40.425743700000005
2019-01-19 21:00:00,2019-01-19 00:00:00,2019,Noche,Vispera,Colision,Leve,Lluvia,SALAMANCA,PLAZA. INDEPENDENCIA / CALLE ALCALA Madrid,-3.6882209,40.4199114
2019-01-19 11:00:00,2019-01-19 00:00:00,2019,Mañana,Vispera,Caida,Moderada,Despejado,FUENCARRAL-EL PARDO,CTRA. EL PARDO A FUENCARRAL Madrid,-3.7450612000000003,40.5100311
2019-01-21 17:00:00,2019-01-21 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,HORTALEZA,CALLE SAN ENRIQUE DE OSSO 36 Madrid,-3.6420714,40.5053001
2019-01-23 16:00:00,2019-01-23 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,PUENTE DE VALLECAS,AVDA. ALBUFERA 149 Madrid,-3.6574486000000004,40.392258399999996
2019-01-24 20:00:00,2019-01-24 00:00:00,2019,Tarde,Laborable,Otro,Leve,Despejado,PUENTE DE VALLECAS,AVDA. ALBUFERA / CALLE PUERTO DE CANFRANC Madrid,-3.6644165999999996,40.3957987
2019-01-24 11:00:00,2019-01-24 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,TETUÁN,CALLE BRAVO MURILLO / CALLE PENSAMIENTO Madrid,-3.6992026,40.4597576
2019-01-24 11:00:00,2019-01-24 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,TETUÁN,CALLE BRAVO MURILLO / CALLE PENSAMIENTO Madrid,-3.6992026,40.4597576
2019-01-25 09:00:00,2019-01-25 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,RETIRO,"CALLE ALFONSO XI , CALLE ALCALA Madrid",-3.690491,40.4196967
2019-01-25 04:00:00,2019-01-25 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,CENTRO,CALLE GRAN VIA 78 Madrid,-3.710212499999999,40.4233585
2019-01-26 22:00:00,2019-01-26 00:00:00,2019,Noche,Vispera,Colision,Leve,Despejado,SALAMANCA,CALLE MARIA DE MOLINA 60 Madrid,-3.6787593000000003,40.4372675
2019-01-27 16:00:00,2019-01-27 00:00:00,2019,Tarde,Festivo,Imprudencia,Moderada,Despejado,CENTRO,CALLE ALCALA 44 Madrid,-3.6960347000000002,40.4184039
2019-01-27 16:00:00,2019-01-27 00:00:00,2019,Tarde,Festivo,Imprudencia,Leve,Despejado,CENTRO,CALLE ALCALA 44 Madrid,-3.6960347000000002,40.4184039
2019-01-28 18:00:00,2019-01-28 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,ARGANZUELA,CALLE MENDEZ ALVARO / CALLE TITAN Madrid,-3.6788784,40.3919749
2019-01-29 16:00:00,2019-01-29 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Lluvia,CENTRO,PASEO. RECOLETOS 23 Madrid,-3.6923964,40.422724200000005
2019-01-30 13:00:00,2019-01-30 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,CARABANCHEL,AVDA. CARABANCHEL ALTO 122 Madrid,-3.7537655,40.3655693
2019-01-30 12:00:00,2019-01-30 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,CARABANCHEL,CALLE TOMASA RUIZ 1 Madrid,-3.7106195,40.39623350000001
2019-02-01 14:00:00,2019-02-01 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,RETIRO,CALLE DOCTOR ESQUERDO / CALLE DOCTOR ESQUERDO Madrid,-3.6707387999999987,40.4136911
2019-02-01 02:00:00,2019-02-01 00:00:00,2019,Noche,Laborable,Colision,Leve,Lluvia,CHAMBERÍ,CALLE SANTA ENGRACIA / CALLE RIOS ROSAS Madrid,-3.701801,40.4420347
2019-02-01 00:00:00,2019-02-01 00:00:00,2019,Noche,Laborable,Colision,Leve,Lluvia,SALAMANCA,CALLE FRANCISCO SANTOS / CALLE MARTINEZ IZQUIERDO Madrid,-3.6671720000000003,40.4346816
2019-02-02 12:00:00,2019-02-02 00:00:00,2019,Mañana,Vispera,Colision,Leve,Despejado,PUENTE DE VALLECAS,CALLE MARTINEZ DE LA RIVA 4 Madrid,-3.667746299999999,40.395258399999996
2019-02-02 11:00:00,2019-02-02 00:00:00,2019,Mañana,Vispera,Imprudencia,Leve,Despejado,USERA,CALLE MARCELO USERA / CALLE MANUEL NOYA Madrid,-3.7118627999999996,40.3851602
2019-02-02 11:00:00,2019-02-02 00:00:00,2019,Mañana,Vispera,Imprudencia,Leve,Despejado,USERA,CALLE MARCELO USERA / CALLE MANUEL NOYA Madrid,-3.7118627999999996,40.3851602
2019-02-02 00:00:00,2019-02-02 00:00:00,2019,Noche,Vispera,Caida,Moderada,Despejado,SALAMANCA,CALLE MARIA DE MOLINA 18 Madrid,-3.686911899999999,40.4376694
2019-02-03 17:00:00,2019-02-03 00:00:00,2019,Tarde,Festivo,Caida,Leve,Despejado,MONCLOA-ARAVACA,CALLE ALTAMIRANO / PASEO. PINTOR ROSALES Madrid,-3.7222841,40.4294873
2019-02-06 20:00:00,2019-02-06 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMARTÍN,CALLE AGUSTIN DE FOXA 30 Madrid,-3.6852628,40.4700088
2019-02-06 18:00:00,2019-02-06 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,SALAMANCA,CALLE ALCALA 173 Madrid,-3.6722076,40.426589899999996
2019-02-06 17:00:00,2019-02-06 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,CENTRO,CALLE GRAN VIA / CALLE ALCALA Madrid,-3.6966751,40.4186387
2019-02-06 10:00:00,2019-02-06 00:00:00,2019,Mañana,Laborable,Colision,Moderada,Despejado,SALAMANCA,CALLE JUAN BRAVO 17 Madrid,-3.6816767999999995,40.4330227
2019-02-06 08:00:00,2019-02-06 00:00:00,2019,Mañana,Laborable,Imprudencia,Moderada,Despejado,FUENCARRAL-EL PARDO,AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA Madrid,-3.6854183,40.48855959999999
2019-02-06 08:00:00,2019-02-06 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,FUENCARRAL-EL PARDO,AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA Madrid,-3.6854183,40.48855959999999
2019-02-07 19:00:00,2019-02-07 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,CHAMARTÍN,CALLE PRINCIPE DE VERGARA / GTA. LOPEZ DE HOYOS Madrid,-3.679689999999999,40.4409
2019-02-07 16:00:00,2019-02-07 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,CALLE VALLEHERMOSO / CALLE FERNANDEZ DE LOS RIOS Madrid,-3.7085892999999994,40.43511489999999
2019-02-07 09:00:00,2019-02-07 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,CHAMARTÍN,CALLE PRADILLO 42 Madrid,-3.6708406000000005,40.44892539999999
2019-02-08 22:00:00,2019-02-08 00:00:00,2019,Noche,Laborable,Caida,Leve,Despejado,CENTRO,CALLE ALCALA 13 Madrid,-3.7007595999999996,40.4179651
2019-02-08 22:00:00,2019-02-08 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,CENTRO,CALLE MESON DE PAREDES / CALLE JUANELO Madrid,-3.705046,40.4113828
2019-02-10 16:00:00,2019-02-10 00:00:00,2019,Tarde,Festivo,Colision,Leve,Despejado,RETIRO,PASEO. REINA CRISTINA / CALLE ANDRES TORREJON Madrid,-3.6820606,40.4069928
2019-02-10 14:00:00,2019-02-10 00:00:00,2019,Tarde,Festivo,Colision,Leve,Despejado,CHAMARTÍN,CALLE PRINCIPE DE VERGARA 219 Madrid,-3.6777632000000007,40.452740000000006
2019-02-11 16:00:00,2019-02-11 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,SALAMANCA,CALLE SERRANO 8 Madrid,-3.6882153,40.421644799999996
2019-02-11 14:00:00,2019-02-11 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,SALAMANCA,CALLE ALCALA 101 Madrid,-3.6834492999999995,40.4215419
2019-02-11 09:00:00,2019-02-11 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,CHAMBERÍ,CALLE MIGUEL ANGEL 29 Madrid,-3.6917622000000003,40.4376104
2019-02-12 22:00:00,2019-02-12 00:00:00,2019,Noche,Laborable,Colision,Moderada,Despejado,CENTRO,PASEO. PRADO 2 Madrid,-3.6939986000000005,40.41884930000001
2019-02-12 19:00:00,2019-02-12 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,GTA. QUEVEDO / CALLE SAN BERNARDO Madrid,-3.7044862999999997,40.4335071
2019-02-13 18:00:00,2019-02-13 00:00:00,2019,Tarde,Laborable,Imprudencia,Moderada,Despejado,HORTALEZA,CALLE SILVANO / CALLE FRANCISCO MOSQUEDA Madrid,-3.628083299999999,40.4626547
2019-02-13 18:00:00,2019-02-13 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,HORTALEZA,CALLE SILVANO / CALLE FRANCISCO MOSQUEDA Madrid,-3.628083299999999,40.4626547
2019-02-13 14:00:00,2019-02-13 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,SALAMANCA,CALLE CONDE DE PEÑALVER 38 Madrid,-3.6749609,40.4290821
2019-02-14 20:00:00,2019-02-14 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,CHAMBERÍ,CALLE SANTA ENGRACIA 6 Madrid,-3.6955671000000003,40.4286654
2019-02-14 20:00:00,2019-02-14 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,CHAMBERÍ,CALLE SANTA ENGRACIA 6 Madrid,-3.6955671000000003,40.4286654
2019-02-14 18:00:00,2019-02-14 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,RETIRO,AVDA. MENENDEZ PELAYO 38 Madrid,-3.6807097,40.4051017
2019-02-14 18:00:00,2019-02-14 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,MORATALAZ,AUTOV. M-40 CON AVDA. DOCTOR GARCIA TAPIA Madrid,-3.6255,40.40641
2019-02-14 14:00:00,2019-02-14 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,RETIRO,PASEO. INFANTA ISABEL 17 Madrid,-3.6874172,40.4069569
2019-02-15 14:00:00,2019-02-15 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,RETIRO,GTA. ANGEL CAIDO 4 Madrid,-3.6878257000000003,40.4098609
2019-02-16 20:00:00,2019-02-16 00:00:00,2019,Tarde,Vispera,Caida,Leve,Despejado,CARABANCHEL,CALLE JOAQUIN TURINA 31 Madrid,-3.7533687000000007,40.372187
2019-02-16 17:00:00,2019-02-16 00:00:00,2019,Tarde,Vispera,Caida,Moderada,Despejado,ARGANZUELA,PASEO. CHOPERA 2 Madrid,-3.7022263,40.39584910000001
2019-02-16 14:00:00,2019-02-16 00:00:00,2019,Tarde,Vispera,Colision,Leve,Despejado,CENTRO,RONDA DE VALENCIA CON GLORIETA DE EMBAJADORES Madrid,-3.7022481,40.40512409999999
2019-02-17 09:00:00,2019-02-17 00:00:00,2019,Mañana,Festivo,Colision,Grave,Despejado,CARABANCHEL,AVDA. POBLADOS / CALLE ANTONIO ROMERO Madrid,-3.7312235,40.3734001
2019-02-19 12:00:00,2019-02-19 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,LATINA,CALLE IGLESIAS EXTRAMUROS / AVDA. PESETA Madrid,-3.764662599999999,40.367729700000005
2019-02-20 10:00:00,2019-02-20 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,PUENTE DE VALLECAS,CALLE MANCHA / AVDA. ENTREVIAS Madrid,-3.6686962,40.38167610000001
2019-02-20 08:00:00,2019-02-20 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,CENTRO,CALLE ATOCHA 104 Madrid,-3.695468,40.4102417
2019-02-22 20:00:00,2019-02-22 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,CARABANCHEL,CALLE GENERAL RICARDOS 18 Madrid,-3.7183794000000003,40.39652239999999
2019-02-23 21:00:00,2019-02-23 00:00:00,2019,Noche,Vispera,Colision,Leve,Despejado,MONCLOA-ARAVACA,PLAZA. ESPAÑA 16 Madrid,-3.713224,40.4237064
2019-02-23 11:00:00,2019-02-23 00:00:00,2019,Mañana,Vispera,Caida,Leve,Despejado,ARGANZUELA,CALLE PARROCO EUSEBIO CUENCA 46 Madrid,-3.6888015,40.3951653
2019-02-25 17:00:00,2019-02-25 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,CENTRO,CALLE ESPARTEROS 12 Madrid,-3.7053396,40.41565739999999
2019-02-27 20:00:00,2019-02-27 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,LATINA,CALLE MELILOTO / CALLE NOPALERA Madrid,-3.7696025,40.3889419
2019-02-27 19:00:00,2019-02-27 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,PASEO. GENERAL MARTINEZ CAMPOS / CALLE MODESTO LAFUENTE Madrid,-3.6965022000000003,40.435024600000006
2019-02-27 10:00:00,2019-02-27 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,RETIRO,PASEO. FERNAN NUÑEZ / PASEO. VENEZUELA Madrid,-3.680099299999999,40.416272600000006
2019-02-28 09:00:00,2019-02-28 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,BARAJAS,GTA. SINTRA / CALLE VIA DE DUBLIN Madrid,-3.6131881,40.4709364
2019-02-28 08:00:00,2019-02-28 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,CHAMBERÍ,PASEO. CASTELLANA 29 Madrid,-3.6896221,40.4309218
2019-03-01 21:00:00,2019-03-01 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,RETIRO,PASEO. PRADO 13 Madrid,-3.694130899999999,40.414289399999994
2019-03-01 13:00:00,2019-03-01 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,CHAMBERÍ,CALLE MODESTO LAFUENTE 61 Madrid,-3.6958867,40.44438780000001
2019-03-01 12:00:00,2019-03-01 00:00:00,2019,Mañana,Laborable,Otro,Leve,Despejado,VICÁLVARO,CALLE HACIENDA DE PAVONES / CALLE BRUJAS Madrid,-3.6283866000000002,40.398960100000004
2019-03-01 12:00:00,2019-03-01 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,ARGANZUELA,RONDA. ATOCHA 7 Madrid,-3.6948477,40.4069616
2019-03-02 15:00:00,2019-03-02 00:00:00,2019,Tarde,Vispera,Caida,Leve,Despejado,TETUÁN,CALLE RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA Madrid,-3.6913487999999997,40.4463472
2019-03-02 14:00:00,2019-03-02 00:00:00,2019,Tarde,Vispera,Caida,Grave,Despejado,ARGANZUELA,PASEO. MOLINO 1 Madrid,-3.694092599999999,40.3905654
2019-03-02 04:00:00,2019-03-02 00:00:00,2019,Noche,Vispera,Caida,Leve,Despejado,CENTRO,PASEO. PRADO 48 Madrid,-3.6928089999999996,40.40979420000001
2019-03-03 23:00:00,2019-03-03 00:00:00,2019,Noche,Festivo,Colision,Leve,Despejado,CENTRO,PLAZA. EMPERADOR CARLOS V 1 Madrid,-3.6930305,40.4069594
2019-03-03 21:00:00,2019-03-03 00:00:00,2019,Noche,Festivo,Colision,Leve,Despejado,CHAMBERÍ,CALLE PRINCESA / CALLE HILARION ESLAVA Madrid,-3.716889499999999,40.4315287
2019-03-04 16:00:00,2019-03-04 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,MORATALAZ,CALLE ARROYO DE LA MEDIA LEGUA / CALLE CORREGIDOR DIEGO CABEZA DE VACA Madrid,-3.6560658999999998,40.4101249
2019-03-04 16:00:00,2019-03-04 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,RETIRO,CALLE ALFONSO XII / CALLE MONTALBAN Madrid,-3.6888065,40.417810300000006
2019-03-04 13:00:00,2019-03-04 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,CHAMARTÍN,PASEO. CASTELLANA 92 Madrid,-3.6908818,40.4432324
2019-03-04 12:00:00,2019-03-04 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,RETIRO,RETIRO Madrid,-3.6749080999999997,40.4113349
2019-03-05 16:00:00,2019-03-05 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,BARAJAS,CALLE TRESPADERNE / AVDA. SUR DEL AEROPUERTO DE BARAJAS Madrid,-3.5844669000000002,40.453096
2019-03-06 17:00:00,2019-03-06 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,SAN BLAS-CANILLEJAS,CALLE ALBAIDA 76 Madrid,-3.6137582999999998,40.433229600000004
2019-03-06 10:00:00,2019-03-06 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,VILLA DE VALLECAS,PLAZA. CARDENAL CISNEROS / AVDA. COMPLUTENSE Madrid,-3.7267226000000004,40.4404756
2019-03-08 21:00:00,2019-03-08 00:00:00,2019,Noche,Laborable,Colision,Moderada,Despejado,HORTALEZA,CALLE PRINCIPE CARLOS / CALLE MARIA TUDOR Madrid,-3.659097699999999,40.4955912
2019-03-08 21:00:00,2019-03-08 00:00:00,2019,Noche,Laborable,Colision,Moderada,Despejado,HORTALEZA,CALLE PRINCIPE CARLOS / CALLE MARIA TUDOR Madrid,-3.659097699999999,40.4955912
2019-03-08 19:00:00,2019-03-08 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,BARAJAS,AVDA. PARTENON 2 Madrid,-3.6188013,40.463089200000006
2019-03-08 17:00:00,2019-03-08 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,TETUÁN,PASEO. CASTELLANA / CALLE RAIMUNDO FERNANDEZ VILLAVERDE Madrid,-3.6913487999999997,40.4463472
2019-03-09 20:00:00,2019-03-09 00:00:00,2019,Tarde,Vispera,Colision,Leve,Despejado,PUENTE DE VALLECAS,CALLE LOPEZ GRASS / AVDA. ALBUFERA Madrid,-3.6616313999999996,40.394332500000004
2019-03-10 22:00:00,2019-03-10 00:00:00,2019,Noche,Festivo,Caida,Leve,Despejado,LATINA,AVDA. PORTUGAL 1 Madrid,-3.7236962,40.4162565
2019-03-10 19:00:00,2019-03-10 00:00:00,2019,Tarde,Festivo,Colision,Moderada,Despejado,LATINA,PASEO. ERMITA DEL SANTO / CALLE VIA CARPETANA Madrid,-3.7332812999999994,40.3996275
2019-03-10 17:00:00,2019-03-10 00:00:00,2019,Tarde,Festivo,Colision,Leve,Despejado,HORTALEZA,AVDA. INGENIERO EMILIO HERRERA 15 Madrid,-3.6536823,40.4914782
2019-03-10 15:00:00,2019-03-10 00:00:00,2019,Tarde,Festivo,Colision,Grave,Despejado,HORTALEZA,CALLE SANTA ADELA 14 Madrid,-3.6490489,40.479068
2019-03-10 15:00:00,2019-03-10 00:00:00,2019,Tarde,Festivo,Colision,Leve,Despejado,HORTALEZA,CALLE SANTA ADELA 14 Madrid,-3.6490489,40.479068
2019-03-11 22:00:00,2019-03-11 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,CENTRO,PLAZA. ESPAÑA / CALLE BAILEN Madrid,-3.7133182999999987,40.4221995
2019-03-11 21:00:00,2019-03-11 00:00:00,2019,Noche,Laborable,Caida,Moderada,Despejado,SALAMANCA,CALLE ALCALDE SAINZ DE BARANDA / AUTOV. M-30 Madrid,-3.6745588999999987,40.416658700000006
2019-03-11 20:00:00,2019-03-11 00:00:00,2019,Tarde,Laborable,Otro,Leve,Despejado,VILLAVERDE,CALLE ALCOCER / AVDA. ANDALUCIA Madrid,-3.6929898999999997,40.3510836
2019-03-12 10:00:00,2019-03-12 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,PUENTE DE VALLECAS,CALLE REGUERA DE TOMATEROS 39 Madrid,-3.6571596,40.37191729999999
2019-03-12 09:00:00,2019-03-12 00:00:00,2019,Mañana,Laborable,Colision,Moderada,Despejado,CHAMARTÍN,CALLE JORGE MANRIQUE - CALLE SERRANO Madrid,-3.6858577000000006,40.4427903
2019-03-13 19:00:00,2019-03-13 00:00:00,2019,Tarde,Laborable,Otro,Leve,Despejado,USERA,CALLE DOLORES BARRANCO / CALLE NICOLAS SANCHEZ Madrid,-3.705887,40.3832818
2019-03-15 22:00:00,2019-03-15 00:00:00,2019,Noche,Laborable,Colision,Moderada,Despejado,TETUÁN,CALLE BRAVO MURILLO 305 Madrid,-3.697591099999999,40.462476
